gppd_idnr,name,lat,lon,capacity_mw,primary_fuel,type
USA0010280,Central Plant,34.8718,-82.366,4.1,Oil,oil
USA0050621,Central Power Plant,41.745,-71.4584,11.0,Gas,gas
USA0058258,Central Utilities Plant LAX 2,33.9439,-118.4042,9.2,Gas,gas
USA0010184,Central Utility Plant,30.3974,-97.8426,14.3,Gas,gas
USA0058151,Central Utility Plant - Texas A&M,30.6178,-96.3433,50.1,Gas,gas
USA0057908,Central Utility Plant Cincinnati,39.1345,-84.5094,47.2,Gas,gas
USA0058207,Central Utility Plant at White Oak,39.0394,-76.9825,54.3,Gas,gas
USA0058978,Central Valley Ag Power,37.7197,-120.8986,1.5,Biomass,biomass
USA0056252,Century,42.5644,-93.6369,201.2,Wind,wind
USA0061187,Century Drive Solar Farm,35.8378,-78.6689,1.0,Solar,solar
USA0055934,Century Generating Facility,34.0606,-117.3533,44.8,Gas,gas
USA0054882,CenturyLink Regional HQ,36.0205,-78.516,1.0,Oil,oil
USA0055276,Ceredo Generating Station,38.3681,-82.5339,519.0,Gas,gas
USA0054355,Chace Mill Winooski One,44.49,-73.1875,7.5,Hydro,hydro
USA0058311,Chadbourn Farm,34.3247,-78.7649,5.0,Solar,solar
USA0056526,Chaffee Gas Recovery,42.5831,-78.4864,6.4,Waste,waste
USA0062150,Chaffey College Rancho Cucamonga Campus,34.1481,-117.5704,4.0,Solar,solar
USA0050003,Chalk Cliff Limited,35.0968,-119.4299,46.0,Gas,gas
USA0001776,Chalk Hill,45.5136,-87.8011,7.800000000000001,Hydro,hydro
USA0001571,Chalk Point LLC,38.5444,-76.6861,2553.0,Gas,gas
USA0050626,Chalmette Refining LLC,29.9383,-89.97,5.7,Other,other
USA0007974,Chamberlain Wind Project,43.8485,-99.2476,2.6,Wind,wind
USA0010566,Chambers Cogeneration LP,39.6935,-75.4858,285.0,Coal,coal
USA0055654,Chambersburg,39.8669,-77.6858,87.6,Gas,gas
USA0060460,Chamon Power LLC,29.8832,-95.1113,121.0,Gas,gas
USA0055980,Champepaden Wind Power,43.8997,-95.9506,2.0,Wind,wind
USA0061522,Champion Solar,33.7947,-81.2624,10.8,Solar,solar
USA0056592,Champion Wind Farm LLC,32.3983,-100.6481,126.5,Wind,wind
USA0056142,Chanarambie Power Partners  LLC,44.011,-96.0446,85.5,Wind,wind
USA0006406,Chandler,46.2668,-119.5898,12.0,Hydro,hydro
USA0063355,Chanel Piscataway Rooftop,40.5503,-74.483,1.4,Solar,solar
USA0062601,Changeup,35.749,-79.7855,2.0,Solar,solar
USA0055299,Channel Energy Center LLC,29.7189,-95.2319,923.8,Gas,gas
USA0055187,Channelview Cogeneration Plant,29.837,-95.1217,918.3,Gas,gas
USA0001268,Chanute 2,37.6953,-95.4586,64.0,Gas,gas
USA0007018,Chanute 3,37.6376,-95.4704,34.8,Gas,gas
USA0059193,Chapman Ranch Wind I,27.5925,-97.5008,236.0,Wind,wind
USA0002230,Chappell,41.0926,-102.4715,1.1,Oil,oil
USA0056683,Charles City,37.4389,-77.1286,14.400000000000013,Waste,waste
USA0056677,Charles City Wind Farm,43.0003,-92.62,80.0,Wind,wind
USA0058325,Charles D. Lamb Energy Center,36.8139,-97.1253,122.0,Gas,gas
USA0000805,Charles E Monty,44.0995,-70.2209,28.4,Hydro,hydro
USA0002695,Charles P Keller,40.6583,-73.6406,29.4,Gas,gas
USA0000056,Charles R Lowman,31.488,-87.9107,538.0,Coal,coal
USA0058065,Charlestown Wind Turbine,42.3914,-71.0708,1.5,Wind,wind
USA0058722,Charlotte Solar,35.2619,-81.8217,5.0,Solar,solar
USA0059719,Charlotte Solar LLC VT,44.322,-73.1976,2.0,Solar,solar
USA0059636,Charlton Solar I CSG,42.1275,-71.9964,4.4,Solar,solar
USA0054540,Charter Dura-Bar,42.2891,-88.413,6.0,Gas,gas
USA0002550,Chasm,44.7533,-74.2169,3.0,Hydro,hydro
USA0050315,Chasm Hydro Partnership,44.9318,-74.1125,1.6,Hydro,hydro
USA0050093,Chateaugay High Falls Hydro,44.9099,-74.0858,1.7,Hydro,hydro
USA0058254,Chatham,42.9344,-85.3475,7.300000000000001,Gas,gas
USA0059077,Chatham Landfill,41.6861,-70.0061,1.5,Solar,solar
USA0007917,Chattahoochee Energy Facility,33.4072,-85.0386,539.7,Gas,gas
USA0058515,Chattanooga Metropolitan Airport Solar,35.0246,-85.2086,2.7,Solar,solar
USA0002778,Chatuge,35.0191,-83.7914,13.2,Hydro,hydro
USA0059100,Chauncey Farm LLC,34.3375,-78.5219,4.9,Solar,solar
USA0057186,Chautauqua LFGTE Facility,42.1989,-79.3186,9.6,Waste,waste
USA0060405,Chaves Solar  LLC,33.45,-104.456,70.0,Solar,solar
USA0006418,Cheatham,36.3208,-87.2219,36.0,Hydro,hydro
USA0050461,Cheboygan,45.6375,-84.4814,1.5,Hydro,hydro
USA0055662,Chehalis Generating Facility,46.6225,-122.9131,698.0,Gas,gas
USA0059508,Chei Solar,35.8918,-78.1823,5.0,Solar,solar
USA0006424,Chelan,47.8347,-120.0133,59.2,Hydro,hydro
USA0001604,Chemical,42.1919,-72.6097,1.6,Hydro,hydro
USA0063450,Chenango Solar,42.1982,-75.9273,4.9,Solar,solar
USA0054899,Cheoah,35.4478,-83.9383,140.0,Hydro,hydro
USA0000469,Cherokee,39.8073,-104.9645,1006.4,Gas,gas
USA0055043,Cherokee County Cogen,35.0727,-81.613,101.2,Gas,gas
USA0003397,Cherokee Dam,36.1682,-83.4977,135.0,Hydro,hydro
USA0010173,Cherokee Falls,35.0642,-81.5458,4.3,Hydro,hydro
USA0063505,Cherry Blossom Solar LLC,33.7622,-79.458,10.0,Solar,solar
USA0057734,Cherry Hill,39.8761,-75.0086,1.1,Solar,solar
USA0009038,Cherry Street,42.3886,-71.56,17.3,Oil,oil
USA0063561,Cherry Valley Solar  LLC CSG,42.23,-71.8915,1.0,Solar,solar
USA0061375,Cherrydale Solar Power Facility,37.3694,-75.9141,20.0,Solar,solar
USA0056340,Cherryville City Hall,35.3778,-81.38,1.8,Oil,oil
USA0003803,Chesapeake,36.7711,-76.3019,67.39999999999999,Oil,oil
USA0060465,Chesapeake College,38.9534,-76.0832,1.5,Solar,solar
USA0062761,Chester CSG,41.339,-74.288,2.0,Solar,solar
USA0056893,Chester Diversion Hydroelectric Project,44.0183,-111.5836,3.6,Hydro,hydro
USA0003157,Chester Generating Station,39.8301,-75.3837,55.8,Oil,oil
USA0059755,Chester Power Partners,43.2809,-72.5976,2.2,Solar,solar
USA0059767,Chester Solar Farm,42.312,-72.949,4.8,Solar,solar
USA0062720,Chester Woods Point Solar  LLC CSG,38.9484,-76.3004,2.0,Solar,solar
USA0003797,Chesterfield,37.3822,-77.3833,1499.5000000000002,Coal,coal
USA0056684,Chesterfield Landfill Gas,37.3517,-77.4969,14.400000000000013,Waste,waste
USA0057268,Chestnut Flats Wind Farm,40.5228,-78.4769,38.0,Wind,wind
USA0050570,Chestnut Ridge Gas Recovery,36.1172,-84.0317,4.800000000000001,Waste,waste
USA0008226,Cheswick Power Plant,40.5383,-79.7906,637.0,Coal,coal
USA0002047,Chevron Oil,30.34,-88.4919,170.5,Gas,gas
USA0057703,Cheyenne Prairie Generating Station,41.1236,-104.72,140.0,Gas,gas
USA0000412,Chicago Park,39.1779,-120.8909,44.0,Hydro,hydro
USA0059794,Chicago West Side Energy Center,41.8708,-87.6784,3.5,Gas,gas
USA0003398,Chickamauga,35.1018,-85.2295,159.6,Hydro,hydro
USA0059626,Chicopee Granby Road Solar,42.1581,-72.5958,1.6,Solar,solar
USA0050832,Chicopee Hydroelectric Station,42.1596,-72.5828,2.4,Hydro,hydro
USA0059625,Chicopee River Solar,42.1503,-72.5522,2.0,Solar,solar
USA0059030,Chicopee Solar,42.1856,-72.5825,3.0,Solar,solar
USA0003921,Chief Joseph,47.9951,-119.6404,2456.2,Hydro,hydro
USA0010175,Childrens Hospital,32.7992,-117.1517,11.3,Oil,oil
USA0054901,Chilhowee,35.5453,-84.0503,49.8,Hydro,hydro
USA0000225,Chili Bar,38.7718,-120.8132,7.0,Hydro,hydro
USA0002122,Chillicothe,39.7834,-93.5641,90.0,Gas,gas
USA0061223,Chillicothe Solar Farm,39.7888,-93.5368,2.5,Solar,solar
USA0061631,Chiloquin Solar  LLC,42.6107,-121.8612,9.9,Solar,solar
USA0059743,Chimes West Friendship (Nixon Farms),39.2967,-76.9574,1.5,Solar,solar
USA0050103,China Mill Hydro,43.1287,-71.4599,1.7,Hydro,hydro
USA0054667,Chino Mines,32.6956,-108.1225,54.0,Gas,gas
USA0057560,Chino Solar Valley,34.7184,-112.429,19.0,Solar,solar
USA0004000,Chippewa Falls,44.9308,-91.3889,21.6,Hydro,hydro
USA0060711,Chisago Community Solar,45.4134,-92.683,4.0,Solar,solar
USA0061968,Chisago Holdco LLC  CSG,45.3868,-92.8012,3.0,Solar,solar
USA0060522,Chisago Solar,45.4525,-92.902,6.5,Solar,solar
USA0058041,Chisholm View Wind Project,36.5747,-97.6736,300.0,Wind,wind
USA0061810,Chisum,33.6329,-95.3907,10.0,Solar,solar
USA0057481,Chittenden County Solar Partners,44.4361,-73.1453,2.2,Solar,solar
USA0060959,Chocksett Rd Energy Storage Project,42.4518,-71.7377,2.0,Storage,storage
USA0059899,Choco Solar  LLC,35.482,-77.1131,5.0,Solar,solar
USA0058675,Chocowinity Solar LLC,35.515,-77.09,5.0,Solar,solar
USA0055706,Choctaw County,33.2881,-89.4201,899.0,Gas,gas
USA0000113,Cholla,34.9394,-110.3033,839.9,Coal,coal
USA0059076,Chopin Wind LLC,45.88,-118.4633,10.0,Wind,wind
USA0007757,Chouteau,36.2221,-95.2771,1069.6,Gas,gas
USA0062693,Chowan Jehu Solar,36.2838,-76.6023,5.0,Solar,solar
USA0056185,Chowchilla II,37.1073,-120.2485,49.600000000000016,Gas,gas
USA0000591,Christiana,39.7302,-75.5371,52.0,Oil,oil
USA0058094,Christmas Tree Shops DC Burlington NJ,40.1042,-74.8128,2.1,Solar,solar
USA0055322,Chuck Lenzie Generating Station,36.3837,-114.9218,1465.6,Gas,gas
USA0058506,Chuckawalla Solar,33.5683,-114.9181,4.0,Solar,solar
USA0057011,Chuckawalla Valley State Prison,33.5653,-114.9036,1.0,Solar,solar
USA0055540,Chula Vista Energy Center,32.5917,-117.0586,44.0,Gas,gas
USA0060737,Church Hill,39.1009,-75.9597,6.0,Solar,solar
USA0062168,Church Road Solar LLC,35.5237,-78.6254,5.0,Solar,solar
USA0007438,Church Street Plant,38.7523,-77.4629,4.300000000000001,Oil,oil
USA0059619,Cibola,35.2011,-107.2452,7.6,Solar,solar
USA0060687,Cimarron Bend Wind Project I  LLC,37.355,-99.991,200.0,Wind,wind
USA0060688,Cimarron Bend Wind Project II  LLC,37.355,-99.991,200.0,Wind,wind
USA0001230,Cimarron River,37.1611,-100.7619,65.0,Gas,gas
USA0057243,Cimarron Solar Facility,36.4681,-104.6357,30.6,Solar,solar
USA0057762,Cimarron Wind Energy LLC,37.8739,-100.2803,165.6,Wind,wind
USA0057663,Cimarron Windpower II,37.9013,-100.372,131.0,Wind,wind
USA0058208,Cinnamon Bay Edgeboro Landfill,40.4653,-74.3939,9.6,Waste,waste
USA0058674,Cirrus Solar LLC,35.9694,-78.265,5.0,Solar,solar
USA0058162,Cirrus Wind 1 LLC,33.0331,-101.6875,61.2,Wind,wind
USA0063431,Cisco,43.6256,-95.3725,8.4,Wind,wind
USA0059738,Citizen B,36.7238,-120.4321,5.0,Solar,solar
USA0061596,Citizens Agawam Landfill Solar,42.093,-72.5972,1.8,Solar,solar
USA0062052,Citizens Imperial Solar,33.1917,-115.4338,30.0,Solar,solar
USA0061988,Citrus Ridge Solar,28.4008,-81.6163,52.0,Solar,solar
USA0060061,Citrus Solar Energy Center Hybrid,27.3209,-81.8069,78.5,Solar,solar
USA0057645,City & County of Denver at Denver Int'l,39.9041,-104.6542,3.4,Solar,solar
USA0007481,City Light & Water,40.328,-98.4503,1.3,Oil,oil
USA0000841,City Power Plant,43.4914,-112.0454,8.0,Hydro,hydro
USA0057886,City West Diesel Plant,34.7225,-81.6469,7.2,Oil,oil
USA0057681,City of Boulder WWTP,40.048,-105.1803,1.0,Solar,solar
USA0062406,City of Gallup Solar,35.5224,-108.7788,8.0,Solar,solar
USA0060668,City of Havre De Grace C,39.436,-76.22,2.0,Solar,solar
USA0058525,City of Hayward WWTP,37.6335,-122.1397,2.1,Biomass,biomass
USA0061467,City of Lexington,40.757,-99.734,3.5,Solar,solar
USA0057682,City of Madera WWTP,36.9408,-120.1572,1.2,Solar,solar
USA0057714,City of Palo Alto,37.4383,-122.1094,4.4,Gas,gas
USA0062931,City of Pratt Solar,37.7106,-98.7209,6.0,Solar,solar
USA0063391,City of Rio Rancho WWTP,35.1799,-106.8066,1.2,Solar,solar
USA0061804,City of Rochester Solar,43.1769,-77.6785,1.8,Solar,solar
USA0059329,City of Soledad Water Reclamation,36.4211,-121.3403,1.0,Wind,wind
USA0059653,City of Truth or Consequences PV,33.1211,-107.2878,1.9,Solar,solar
USA0059395,City of Tulare Water Facility,36.185,-119.375,1.0,Solar,solar
USA0059664,City of West Plains Power Station,36.7486,-91.8686,47.400000000000006,Gas,gas
USA0057348,CityCenter Central Plant Cogen Units,36.1039,-115.1794,8.6,Gas,gas
USA0010623,Civic Center,34.0564,-118.2436,34.5,Gas,gas
USA0059477,Claire Solar Farm,44.4261,-73.1564,2.2,Solar,solar
USA0050729,Clairton Works,40.3097,-79.8819,31.0,Gas,gas
USA0004018,Clam River Dam,45.9467,-92.5383,1.2000000000000002,Hydro,hydro
